"rfc","mes","actividad","curp","nombre","ap_paterno","ap_materno"
"BNM032606VB0",4,"4116","MAFK080203MDFAAA26","ALEJANDRO","TENORIO","GUTIERREZ"
"UNI211220LY7",4,"3010","ARGL211616HMCAASA2","KARLA","RAMOS","SANCHEZ"
"BRL062404263",4,"8011","MANL072212HSLABA19","MANUEL","CRUZ","CHAN"
"UAGA021726DS2",4,"8310","MOCF732216HDFNHA12","OMAR","SANCHEZ","NAVARRO"
"OAW02020603A",4,"7611","TOUM032726MDFAAA18","OMAR","LABASTIDA","PEREZ"
"NSM231016SF6",4,"8310","PRML002612HDFAAN14","CATALINA","HERNANDEZ","PACHECO"
"VSR7722216KA",4,"7411","RIHJ702806MDFSAN16","GUADALUPE","INIESTA","RODRIGUEZ"
"RCA720220MF6",4,"6210","GUCM030206MMSUAA11","ANGELA","AGUILAR","LOPEZ"
"IAP7002276J6",4,"3010","HRSR070028MMSANS20","LUIS","SALINAS","GONZALEZ"
"IRJ220020AN1",4,"8011","SAGL021300MDFNAU11","MIGUEL","HERNANDEZ","LOPEZ"
"NMM020100JP1",4,"6310","AAMD022216MCHMNN17","MARGARITA","SOLIS","GALVAN"
"IMS320260I36",4,"6700","PRPR792009HMCACD17","PRATEEK","RAMOS","CAMPOS"
"OWM200126AWA",4,"9010","SITG662661HJCLAL17","OSCAR","SEGURA","RAMOS"
"PRCL6026067U6",4,"6310","PACD732061HDFDBG16","EMMANUEL","BUENROSTRO","MOTA"
"LCO062026PF0",4,"8011","IACD660220HHGBHN11","JONATHAN","CASTILLO","GRIJALVA"
"SAC0210203N7",4,"7012","AUSA762716HDFGNA16","JUDITH","RIOJA","ALVAREZ"
"ARPI670223CL0",4,"3012","ARBJ660007HDFNCA20","MONSERRAT","LAMBARRI",NA
"CKY271920J26",4,"8310","SAOF060220HGTNLL10","DANIEL","GURIDI","GALICIA"
"SRA231002AU6",4,"7010","VAGA662613MMCUSF10","RUBEN","SANCHEZ","SALINAS"
"PTR201818AD1",4,"4612","SACG762603HDFNAA13","JULIO","FRIAS","PERALTA"
"TOU201003NP0",4,"7616","TOJJ662227HDFAMA11","ALBERTO","GONZALEZ","OZ"
"CRX702700C76",4,"4212","LORV732612MDFPSA16","MANUEL","MONROY","TORRES"
"IAM000022BV0",4,"6014","CAPJ700202HDFAAA18","ROBERTA","SORIANO","PEREZ"
"SBA070023H62",4,"4616","ARAD072622HDFLGV10","LAURA","OCA","MARTINEZ"
"ACC062314NL0",4,"8314","AIDG072660MDFAAD16","GABRIELA","CASTRO","CARRILLO"
"GCS072622U62",5,"6700","POPM762013HYNLCA17","CYNTHIA","VAZQUEZ","TAMEZ"
"SLI0217106A7",5,"4601","LUVB672600MDFNLT17","PAMELA","MELLADO","CHAVEZ"
"ACO662600KW7",5,"6310","MACL762607HMCASS12","ERNESTO","RIVERA","OZ"
"NRJ0228012R1",5,"8310","MABK702727MDFTTN16","ENRIQUE","VAZQUEZ","MONTOYA"
"SDI020027B03",5,"8316","FOGR700226HDFLAV10","CARLOS","DOSTA","TERRAZAS"
"OWM200126AWA",5,"7012","TRGK762619MMCAAA14","RODRIGO","MEJIA","SEGUEDA"
"SHR072661V47",5,"3010","GUGR762200HDFTAN11","LEOBARDO","FLORES","GONZALEZ"
"DWA230026U31",5,"8310","GUCJ772221HDFUTM10","LUIS","CERON","AMAYA"
"IND062610QI1",5,"2410","MIVA602613HOCALB10","MONICA","TREJO","NAVA"
"BFC032002UM3",5,"9410","CUMM201621MDFAALA7","AARON","ROJAS","BUENROSTRO"
"TRCM672621AA2",5,"6219","URHK070227MNLAAA19","JIOVANI","LORENZO","PEREZ"
"IIC002023G26",5,"6310","HRJA702906MDFAMN16","MARBELLA","GERONIMO","GUADARRAMA"
"UTM7622020J2",5,"8310","VANC722717HDFAVA16","ARTURO","CAVUOTO","GARRIDO"
"RAD220216J73",5,"8310","SAPO602000HVULAS17","DAVID","GARCIA","BERNAL"
"PSM7227292P9",5,"2910","MUAL762706MMNXAT13","LUIS","GONZALEZ","TAPIA"
"SSS070003S63",5,"7411","ARMV700222MMCYAN27","YESENIA","FLANDES","RAMIREZ"
"AAS231710BV1",5,"6310","FIAC702622MDFGYN16","ISMAEL","ZARCO","MORALES"
"IMS320260I36",5,"4801","CUAV702061HMCAMC16","CARLOS","MOLINA","HERRERA"
"CMI762913J66",5,"2116","GOCA762210HMCMHD13","ALBERTO","MEDINA","SALAZAR"
"SAO211716UJA",5,"9010","LAVL762603MJCNVA12","JOSHUA","GARDU","USCANGA"
"FFI072603AB7",5,"8313","MOAA700023HDFNNL26","VICTOR","ORTIZ","OSORIO"
"MIA072310LY6",5,"8917","AOPC722006HDFDXS16","ANGEL","VELAZQUEZ","SUAREZ"
"DRA020020627",5,"8310","GOOP062704HVUNSD13","FERNANDO","VIDAL","MERINO"
"ASU060201CA0",5,"3010","FURM662006HDFNSA10","ENRIQUE","VAZQUEZ","RAMIREZ"
"RDM762316P26",5,"8310","GRCI722612MMCAAD13","MARIA","PEREZ","MARTINEZ"
"PRS720203VA1",5,"3010","GARS700007HUSASN20","ZORAIDA","LUNA","MENDEZ"
"MMO700027F62",5,"3010","QUSG760226HDFASL12","LAURA","CABA","RUIZ"
"BSM772609DUB",5,"2119","AAOM720022MNRBLA17","AYADED","HERNANDEZ","GOMEZ"
"SCI201307R06",5,"9410","AAUR721917HCMVXA13","ADRIANA","ORIHUELA","MENDOZA"
"CSM702602AY0",5,"8916","AATM632310MPLMAA17","DAVID","TORRES","ESPINOSA"
"LAS002620RV3",5,"8011","ARMA070226HDFSAL28","ISRAEL","RAMIREZ","CRUZ"
"ISS730029L26",5,"6606","GOVA702021HDFNNL16","ANGELICA","CEDILLO","MENESES"
"CAC702707I21",5,"2910","VAVL762320MGTLAA13","SAMANTA","ENRIQUEZ","PEREZ"
"DCR072626HY4",5,"9010","JUIJ022212MDFANN12","JESSICA","GUTIERREZ","FLORES"
"CCA002023MW3",5,"8710","GAIF020208MDFANL17","ULISES","GONZALEZ","CEPEDA"
"GIM0720020I3",5,"9314","MAOD072703HDFALN10","GUADALUPE","CASTELAN","LEON"
"CCO0626260N3",5,"8310","GOPI762761HQTMAS13","RAQUEL","JIMENEZ","PORRAS"
"SSR231226QI6",5,"6914","MRCL602807HPLAAS16","LESLY","CERVANTES","VALLE"
"IMS320260I36",5,"6214","UAPA600202MDFMXL12","ALFREDO","TREJO","ONES"
"NSC231722690",5,"6700","LAAA760006HDFADN21","DAVID","MEZA","MADRID"
"PAP060027JK7",5,"6700","MOFV732216HMNNBC17","JAVIER","REYES","CONDE"
"IMS320260I36",5,"6712","TRPL772910MDFAAA16","MANUEL","RAMAYO","VENTURA"
"TMA770216AQ6",5,"8310","SAGJ062306HDFNAS18","RENE","PRIETO","DIAZ"
"CCS002610670",5,"8310","GOHG030026MPLMAD27","FERNANDO","JACOME","RICO"
"MOCL6723160Y7",5,"3010","GUAA600223MCSTDS27","RAQUEL","MALDONADO",NA
"IFD762641HL2",5,"7612","LOFI062723HDFPAV11","ZUJEHIT","ROSASLANDA","AREVALO"
"VTR072700IU6",5,"2910","JAMM762621MUSCAA19","RICARDO","ARENAL","BARRIENTOS"
"DVA271723IX2",5,"8313","AOVN662719HMCNLC10","MIRIAM","RAMIREZ","CRUZ"
"AAA062612BP3",5,"7311","BRAJ770226HDFTYV26","DANIEL","ESCOBEDO","ROSALES"
"AST201061KD6",5,"8310","SACR700006MPLNLL20","PAOLA","JUAREZ","SOBERANO"
"QUI062007IX7",5,"8611","PRSJ762706HMCANS16","EMMANUEL","ROSAS","DIAZ"
"SDN062016KA3",5,"6111","HRMY702216MDFAAL10","MIRIAM","VICTORINO","ROSALES"
"SAV260216TUA",5,"2116","MAGG002627HDFANL12","CAROLINA","MEJIA","NIEVES"
"SAC722007AFA",5,"2910","JUXM020218MNRNXA17","NATALIA","CALDERON","OZ"
"MIN702626CFA",5,"7012","AAOC000022HTCLSA20","ANGEL","MORALES","ROSAS"
"MDI070261IH9",5,"3012","GUFP732641MDFTNA17","ANGELICA","ORTIZ","MORALES"
"SAI022217ML9",5,"9314","HRLA772000HDFAPC10","KAREN","CANTO","LOPEZ"
"ISP770200AP0",5,"2119","GAGA772313MDFAAL16","ARMANDO","ORTIZ","LOPEZ"
"GSP021701IU6",5,"8310","URGM082361HDFANA16","OSCAR","CRUZ","CAMACHO"
"BRS322710CY6",5,"8310","LOJP072606HDFPAD16","LUIS","SANCHEZ","VAQUERO"
"PSP271310SQ3",5,"6010","SAAC720226MDFNAL16","DAVID","VILLEGAS","NIEVES"
"GCA261626AD7",5,"8313","SIMF632326HDFAAA17","CESAR","RODRIGUEZ","RAMIREZ"
"ROR021620662",5,"8310","LOMA721326HDFPAN11","PATRICIA","MENDOZA","VALENCIA"
"UMR062617326",5,"8310","COFF080203HOCALA27","HIRAM","GALINDO","SOTO"
"GAC261416PR4",5,"8314","AOCM772627MMCSHA16","CARLOS","ALBA","CRUZ"
"OAH220020F76",5,"2312","CACV622707HPLHNC17","JAVIER","HERNANDEZ","NAVA"
"OHT221061RQ6",5,"9212","COSM062223HDFALA10","ALEJANDRA","ALBARRAN","BALTAZAR"
"SCC022617Q01",5,"3010","PAPR762420HMCLLD13","FABIAN","HUERAMO","GONZALEZ"
"LIS062021664",5,"7012","SOVP662627HDFALD10","ITZEL","GUARNEROS","ALBA"
"DUO7600206H6",5,"8710","LOGD002327HDFXAN16","BERNARDO","PRADO","RUIZ"
"SDN062016KA3",5,"8313","CIAJ770202HDFHNN10","RAUL","COLIN","DIAZ"
"PSI271919ASA",5,"6914","MAAC032717MDFAML12","CRUZ","MALDONADO","SHERRILL"
"URD270100676",5,"8310","UAAA732616HDFAGL10","PABLO","OZ","LAVIDA"
"FMA000220Q26",5,"9010","SAHI762312MCLLAT17","FABIOLA","NORIEGA","CORTES"
"MIA201602SM0",5,"9010","CAAA602602HDFSAD12","DIANA","HERNANDEZ","SUAREZ"
"ASR760006240",5,"9314","GAAC762704MDFABA10","ALDO","AVILA","CARRILLO"
"PSA2617207M6",5,"8310","AASG720026HGAPCA16","ROSALBA","GONZALEZ","SEDANO"
"MRAC6027066W7",5,"8011","AAGA080226HDFLAS27","SAID","VILARDELL","MELQUIADES"
"CAS792709T01",5,"4616","ARGJ211016MMCYNQA2","CLAUDIA","RIVERA","RUIZ"
"HLI271212GCA",5,"4601","GAAJ762400HDFAAN19","YESENIA","RODRIGUEZ","AVILA"
"GAC072607K67",5,"8310","ARAL770020MDFLCA12","ALEXANDRO","JAIMES","AGUILERA"
"OBO072301I21",5,"6416","FRNR622616MDFAVS12","VERONICA","CRUZ","MORENO"
"CPH221607TT3",5,"8310","AOHC700026MNLCNL26","MARIO","VAZQUEZ","LOMELI"
"AFA2601020Q1",5,"6701","RIMH060227HMCNAC26","MAGALY","VEGA","SANDOVAL"
"MOMJ072912266",5,"8411","MAQO062326MNTANA16","RAUL","ROBLES","EZ"
"GSC072016MG7",5,"8310","HRHA721016HDFAAN12","SERGIO","VALLE","DIAZ"
"AUN060226NV7",5,"7616","CABS020027MDFASN27","IVETTE","RAMIREZ","LOPEZ"
"CCC201627NB6",5,"6213","NUFO772602HDFXLS11","BALTAZAR","OZ","GONZALEZ"
"CBS722913HI0",5,"8310","ROTA662761MDFSAS14","CITLALLI","RODRIGUEZ","HERNANDEZ"
"PTH702926079",5,"7010","HRMM072317HMCALA18","MARIELA","VIDAL","CAMPOS"
"CMM6026187L0",5,"8310","SALA702200HBCCND16","SARAI","CASILLAS","ESPINOZA"
"VAD200216V01",5,"8812","MAVM072308HMCNLG13","ALBERTO","ALCANTARA","ENRIQUEZ"
"VINI062606CJ3",5,"9212","TOAF062616MSPAMT11","MARIA","ALMANZA","LAGUNES"
"ATS062606GQ2",5,"8310","GAAT721620MDFAYA17","FLAVIO","HERNANDEZ",NA
"JQN0026106P3",5,"8310","FANR720220MDFATS13","ARTURO","BELLO","CERVANTES"
"ALT221706KG9",5,"8310","ARSA702017HPLYLN12","DANIEL","RODAS","PEREZ"
"PFF2201260V3",5,"7012","AIGV762626MDFVNA13","RICARDO","MACIAS","VIVEROS"
"CGA762406GS1",5,"8310","MAOB721707HDFASA12","EDUARDO","BARRERA","TORRES"
"OAB7000063J4",5,"7611","AAHR062613HDFMAA17","RODRIGO","RODRIGUEZ","REYES"
"ANA770200633",5,"9010","ARLA760024HCHAUN26","BEATRIZ","ANTIOCO","PEREZ"
"SRM732926N33",5,"4801","ARAC082603MGTADN18","MILTON","IBARRA","MENDEZ"
"ABC170002A44",5,"8310","AOLA032816MDFJMN17","ANTONIO","CRUZ","AMBROS"
"PCA062700928",5,"8918","CRHB792600HPLBAA16","ELIZABETH","FADANELLI","BERNAL"
"DSA261060A62",5,"7611","SASP721627HDFNMD11","NAYELI","ASATO","ANDA"
"SIS070220R00",5,"8710","PACG032608HDFDAA11","AZAEL","PEREZ","RENDON"
"CCR032726D9A",5,"9314","NAGV002310HDFVNC17","MANUEL","GARCIA","ALTAMIRANO"
"GLO201703UR7",5,"8310","LAUA702616HGAAAL17","ALFREDO","HERNANDEZ","JARQUIN"
"MDM072661FS6",5,"6416","SANL062810MDFNAL11","CARLOS","PLATA","TREJO"
"DMM211223IF1",5,"8310","LULR700207HMCGGA13","BLANCA","SIMON","MACIAS"
"CSA2710209M8",5,"9414","BASM760227HMCUNS26","ABRAHAM","MERAZ","URBANO"
"SIN7320127L7",5,"8310","SAAF720226HDFNMA10","ERIKA","QUEVEDO","BENITEZ"
"BMR020062SXA",5,"6310","PRMA201320HDFNABA7","DEIVID","MADRIGAL","TZAB"
"PAI700020786",5,"6416","CUCR762903MMCAAA17","ISABEL","RUIZ","RODRIGUEZ"
"CRD2614132B6",5,"7612","SUJA622021MDFAAB10","FRANCISCO","JIMENEZ","GONZALEZ"
"HMI762026KG0",5,"6814","SIGA072613HDFPAL17","JAVIER","MATUS","HERRERA"
"SAR070226001",5,"9010","CUCM762614MDFAAC19","JUANITA","IZQUIERDO","ZAVALA"
"HPP072610JP8",5,"8310","CUCO201317HMCAAMA2","DAVID","PERALTA","GARCIA"
"CMK721206UF9",5,"9312","GAGA772013HMCAAL18","ARMANDO","HERRERA","OS"
"QIN261327N00",5,"2810","GABA062401MDFAAN13","VIRGINIA","ALVARADO","PEREZ"
"LTA062702B72",5,"7610","DRSM072600MDFLTA14","FERMIN","GUTIERREZ","CRUZ"
"ANU002628FK0",5,"6202","CRAC082027MMCANN16","MIGUEL","SILVA",NA
"PCO260116A21",5,"6413","URMJ772721HDFNAS11","GABRIELA","ENRIQUEZ","PACHECO"
"CBA002612U78",5,"8314","PRTG770202MDFALB17","GERARDO","ARAGON","SALAS"
"BMN762219927",5,"6214","GOAJ722027HPLNGS06","EDER","CELORIO","RIOS"
"PAA032613766",5,"6310","GUFA082303HOCANN16","ARTURO","UGALDE","MORENO"
"BFT700006LR8",5,"8917","MRMI732006MDFLNA10","LIZBETH","TORRES","MONTES"
"BSI060206HS6",5,"6310","PRLI702961HDFAPS09","MARIANA","ZAMORA","RAMOS"
"VOL002760667",5,"8310","GIBM000226HVULAA21","ANGELICA","MORALES","VALLE"
"DSA0002227A6",5,"8310","GOCS662600MPLNSA10","EUGENIA","DELGADO","NOLASCO"
"TMA770216AQ6",5,"4310","LOAC722620MPLUMA16","ALFONSO","JIMENEZ","YAMASAKI"
"MIN702626CFA",5,"4601","SAHA002610HDFNAC17","LUIS","ZARAGOZA","GARCIA"
"GVA271303GF1",5,"7611","OAAL080026MMCAAU11","OLIVIA","PONCE","DIAZ"
"TPA7222263K3",5,"8310","HRVA062716HCSALA10","ROLANDO","GUEVARA","ENCARNACION"
"AJC062000U63",5,"3210","HRRM721012HDFASA10","YAIR","SANCHEZ","VARGAS"
"SPG062709TJ9",5,"4601","COSA722917HDFYNL13","ALEJANDRO","FONSECA","OZ"
"ARV372026G47",5,"8011","GAGM022723HDFAUG13","ALBERTO","LARA","OZ"
"DAB0727290W6",5,"8310","CATH062706HSASNA17","ERNESTO","PEDERZINI","JUANA"
"ASO070228IU7",5,"8313","AOAB770200HPLNJL16","MIREYA","GARCIA","LA"
"ASM0826067X9",5,"6814","CAAD082006MMCSAL14","DAVID","RAMOS","CERON"
"CMI062228TA8",5,"8313","LOGM772607HDFPNA13","RICARDO","GARCIA","CASTILLO"
"GAS760222A20",5,"9314","OIBJ760202HCHLLV16","BRIGIDA","ESTIVE","ESCANDON"
"ASR730221763",5,"9312","CUCA700029MMCASN26","OLIVIA","ZARATE","REYES"
"TMR032606KT6",5,"4110","AOLD082317MDFSNN16","SAMUEL","ALLUNTIS","MADRIGAL"
"OLI221213CB2",5,"6111","COBD082602HDFNAN16","MELANIE","MARTINEZ","CRISANTO"
"SAC721300RN9",5,"8810","HRDJ060202HDFAUN16","MARIA","MARTINEZ","ROMERO"
"FII0702627X1",5,"2116","AOCP021601MDFMAL13","JUAN","RIOS","VALERO"
"CTO670207JM9",5,"8710","PRMC022716MVUAAN13","FRANCISCO","BRIGIDO","PEREZ"
"CSA0620616TA",5,"8310","AAOJ722901MDFYAS16","CESAR","JUAREZ","LOPEZ"
"APA200210SC6",5,"8710","CAMV072026HMCSNC18","DANERIK","PEREZ","HERVELLA"
"UNI211220LY7",5,"8313","ARCC062612MVUYCA16","DANIELA","SOTO","CORRAL"
"MJT762623BHA",5,"4901","MRBB002610MDFNLA16","STEPHANIA","LIRA","MILLAN"
"LIM7320269H0",5,"6212","SILJ721910HVUPNA12","MIREYA","JACOBO","CORONA"
"SUG702606NM0",5,"7012","VIFA062810HDFLAC11","CRISTINA","FLORES","SANTIAGO"
"PCO270200FW1",5,"4617","CASM062622MSPSLY17","RICARDO","MENDOZA","ESCUDERO"
"CSR0002060L7",5,"9314","CUAW072641MDFLDN19","FRANCISCO","SANCHEZ","MALDONADO"
"SAC2717060A7",5,"8313","LRCA760020HDFNAL22","ANTONIO","AZCARRAGA","BLANQUEL"
"GGS002210RV6",5,"2104","AUAA762010HQTGLN12","ALFREDO","CARBAJAL","TUZ"
"PRGM6027226C7",5,"10","JAPL762327MDFYAA17","JOCELYN","GARZA","ZAMORA"
"CSI032603BM8",5,"7611","DUFC772602HDGANA13","YAMILEET","PLA","MARTINEZ"
"GCR221006I63",5,"3010","CAMH762616HDFNAC11","PORFIRIO","PABLO","SOLALINDE"
"TAA261220RP7",5,"9314","ARGJ062321HDFBAA13","GUILLERMO","ARELLANO","HERNANDEZ"
"QQS062606647",5,"6219","AUOK000226MVUGAA18","ELIZABETH","VICENTE",NA
"GII760202AN0",5,"6714","GUAM722617MMCAMG10","OMAR","CRUZ","NAVA"
"SCR732906BX1",5,"2616","CAPA070226HDFHAA12","ERICK","PRADO","FLORES"
"ABC170002A44",5,"8011","RIAB072602HDFLMN17","FATIMA","GUERRERO","LARA"
"ISI261617US4",5,"8211","HROT721923MCCALA16","PAOLA","ROSAS","FLORES"
"OLM072700FA6",5,"6310","MROF072320MDFDAA10","EMMANUEL","GRANADOS","OROPEZA"
"GJA062422HH1",5,"8011","CAAS732600HBCLAM18","HAOQIU","TREJO","TORRES"
"CRJ070007AF3",5,"8011","DITA700217HMCUAM16","CARLO","FUENTES","ARGUELLES"
"SCU002320N71",5,"7610","NAPC702217HDFJAA10","DAMIAN","RAMIREZ","MOYA"
"DIA2610166V7",5,"4710","LUMJ762400HDFJAN16","MISAEL","BASTIDA","PEREZ"
"GPC201614LB7",5,"6601","AOAC702027MDFMYA17","MAGDALENA","FLORES","CELESTINO"
"CSR0027007H2",5,"8310","AOMJ702601MDFSDS19","EDUARDO","ALDANA","SALDIVAR"
"GTO7002033R8",5,"8310","OOOL721600MMCAAA12","HOMERO","LEMUS","SANCHEZ"
"MIN702626CFA",5,"6310","NUUM002222MDFXCA17","MIGUEL","BERNAL","SOLIS"
"NMP7622267UA",5,"6616","JICJ730220HNRMHA20","MARIANA","PAZ","LARA"
"ASI200116A06",5,"8310","AIGA722926HNLVAB10","OSCAR","MALAGA","GARCIA"
"IMS320260I36",5,"8310","PAAV772606HDFLLC12","ITAYETZY","MIRANDA","FERNANDEZ"
"BAGD760220M63",5,"7411","DIPA772307MOCUNN16","ALICIA","CRUZ","MARTINEZ"
"SAM062222MX0",5,"8310","AOFA062726MDFDLL18","ALEJANDRO","MONROY","RUIZ"
"DAS200100LB8",5,"6310","CALL002622MDFMPU18","RICARDO","HERNANDEZ",NA
"TTA0626016A1",5,"8611","SIPS632016HDFLLA11","IGNACIO","FLORES","GALLEGOS"
"HBT721727620",5,"3213","PRGA702707HVUALA11","LAURA","SALINAS","MAYORGA"
"UGL261623I36",5,"8310","MAGJ072706HDFAAA17","XAVIER","MORALES","PEREZ"
"CFR672003QI1",5,"4116","MOCA720000HDFAAC13","ENEDINA","LA","PE"
"LUR6320232X3",5,"2910","MAMI632604HNLLNS17","KARINA","SANCHEZ","RAMOS"
"FOJI0626067X9",5,"9314","HRHM762317MDFAAA07","MARIA","JIJON","RUIZ"
"MCC261606DB6",5,"6014","DIVJ702020HMCULS18","DENISE","GONZALEZ","HERNANDEZ"
"ALO260120FRA",5,"7012","COAJ762213HDFAMV12","ISRAEL","JUAREZ","RAMOS"
"ASU760207L06",5,"8310","OAHV762607MNLAAL10","JAIME","DURAN","ORTIZ"
"PYR062006F00",5,"6614","MUVC762700MDFXLA16","CARLOS","CASTRO","ALVAREZ"
"ICK221200AI7",5,"4614","VACN721661MMCASY12","ALEJANDRO","ESPARZA","ESCALERA"
"FAD0620036P7",5,"7611","SUMM772310MMCANA16","BLANCA","FUENTES","RODRIGUEZ"
"SAA002607N77",5,"8917","URSK722627MMNPNA16","MARIA","CUEVAS","MALPICA"
"ASR060004Q06",5,"2910","HRGS721721HDFAAA19","CAROLINA","MARTINEZ","GUARDADO"
"UMT062601AGA",5,"8310","TROL720207HDFAAS12","FELIPE","SANTIAGO","PREZA"
"SRA762600L70",5,"8310","BAMO060022HDFAAS20","SERGIO","RODRIGUEZ","GARFIAS"
"ARI060007KS3",5,"4212","MOAL700226MOCAJD10","JOSE","ARROYO","GARCIA"
"ICO032213762",5,"8310","BAGA030220HDFAUA23","MINERVA","ICTHE","CRUZ"
"KAT072316QU6",5,"8310","YAAA762902HDFXML16","ARTURO","OCHOA","ROVALO"
"CCO0626260N3",5,"8812","VAPC730026MGALDA24","LEONARDO","DIAZ","ROSALES"
"BMN762219927",5,"8310","AARM702818HPLMSA16","ALICIA","ARROYO","MEDINA"
"BNM032606VB0",5,"8011","TOMA600223HHGVNM16","GABRIELA","REYES","SATURNINO"
"RGO062726026",5,"6212","AIAD032706HDFVMG17","DIANA","TERAN","BECERRA"
"GFI2616130K7",5,"8611","LIRF772361HVUMCL06","GERARDO","MARTINEZ","GARFIAS"
"BNY201216UA7",5,"8011","HRHR670226MMCAAG11","VIRIDIANA","ALVARADO","VALDEZ"
"VCI2113130A1",5,"3213","TOBJ060023HMCAAS14","ALBERTO","CRUZ","VILLARREAL"
"CSU0822067B6",5,"7616","TRMU702220MDFANL06","ISABEL","DOMINGUEZ","ROBLEDO"
"GSA260001MVA",5,"8310","MOFB702612MDFANA19","ELIZABETH","TREJO","SOBERANES"
"SAW7028106A6",5,"9314","GAAM662006MDFASA14","ANGELICA","FLORES","GARCIA"
"IBM370020PK7",5,"6700","FOGM720223HDFLMG16","BELISENDRA","VIDAL","VARGAS"
"GHR062202HI0",5,"6202","AIAV760260MDFSAA10","JACOB","LEYVA","JIMENEZ"
"SSD261606231",5,"3010","TRAM082623MYNANY17","ALEJANDRO","AMPUDIA","SANCHEZ"
"CAP770201BR6",5,"8310","ARTM722620HDFMAG16","ROSA","AGUILAR","BUENDIA"
"KMR082310DU8",5,"6714","MOPL760213HMCAAS13","ARTURO","GARCIA","BURGUETE"
"CSI032603BM8",5,"8310","OASD082227MDFCLN11","BERTHA","RIVERA","PEREZ"
"HMG702327Q32",5,"9314","ARAR700207MDFAJS26","ENOHEMI","RIVERO","RIVAS"
"YAM700220F6A",5,"6717","AOJA662616HDFLMN12","ALEJANDRA","SOLIS","BECERRIL"
"AMR082702I89",5,"4117","VRCM660210MPLGAA10","ROSA","GONZALEZ","LANDA"
"TMR032606KT6",5,"6812","GAMI722212MDFLAA11","FEDERICO","MUNGUIA","CANCHE"
"PAO260026CA6",5,"8810","AOMB722021HDFSNN10","SALOME","DURAN","LOPEZ"
"FAM082601MV6",5,"3010","MOMM662626HDFANG16","OSCAR","JAIMES","PINEDA"
"SPA230120366",5,"8710","JUVI002302HDFAAS16","ALEXIS","ESTRADA","ANDRADE"
"ISI762616RP4",5,"8310","PRGJ062008HBCAAS16","ADRIANA","TOLENTINO","HERNANDEZ"
"IMB772010TT2",5,"6216","MRCM762320HDFDHA12","YAMANIK","HERNANDEZ","SOLIS"
"MWO201613DU6",5,"8011","GOGC762041HCSNMN12","CRISTOBAL","PADILLA","TALONIA"
"OSR060027SVA",5,"8411","MOLA670022MDFLPL13","EDITH","ROJAS","RENDON"
"SRM060226AB7",5,"8211","TRAG022212HDFAMB18","DANIEL","SOTELO","ROJAS"
"FQU022606AIA",5,"7010","HRMB211761HMCACAA6","PAULINA","DIAZ","PEREZ"
"IPA271702SU9",5,"8310","VAGS730220HDFLMA26","BENITO","SOTOMAYOR","MATA"
"ACR261760GTA",5,"6218","SRFJ672603HDFANA16","OSCAR","PEDRERO","RIOS"
"VAS7629269GA",5,"8313","PRTA721903MDFAAM10","JUDITH","ARGUELLES","GONZALEZ"
"HMI762026KG0",5,"2910","HRCR721026MDFAMA13","BERNARDO","LOPEZ","GONZALEZ"
"IMS320260I36",5,"4401","SAAF772710MDFNMA16","CECILIA","APOLINAR","BELTRAN"
"PAI362617AN7",5,"6614","JUGI700020HDFALS26","CRISTINA","QUIROZ","ROMULO"
"IMS320260I36",5,"6712","SOGJ060217MDGTND18","CELSO","MARTINEZ","ESTEFES"
"PSP2601136R3",5,"7616","LOLR060208HDFPUA27","JULIA","SOTO","VILLEDA"
"PAB000226QKA",5,"9314","CAIF700026HDFMSA26","KRUPSKAIA","RAMOS","QUIRINO"
"CAPR660206AQ6",5,"8310","ARAO062708HVUNGC16","EDGAR","SEGURA","ALMONACID"
"SAC2112003A3",5,"2412","PRVM032722MDFADG16","EDUARDO","PICHARDO","GONZALEZ"
"BBL0720206FA",5,"3010","DIAJ722622HDFUCA14","ALEJANDRO","PABLO","LA"
"LMR020210T38",5,"6014","COAJ062708HDFNDA17","LIZBETH","HERNANDEZ",NA
"MTH0620020P7",5,"6014","GAUA762319HDFAPL16","ANTONIO","RODRIGUEZ","PEREZ"
"PPL760003GU0",5,"8310","NOJA762004MDFGMB16","ESTEFANIA","FLORES","ESPINOZA"
"STR662626DW6",5,"7411","MRHL762026HDFNAS19","OLIVIA","CHAVEZ","DIAZ"
"GPO722021331",5,"6219","VIAL062826MNRTDC17","ALEJANDRA","MARQUEZ","HERNANDEZ"
"BSI060206HS6",5,"8011","FIBV760027MDFGDL16","RICARDO","TORRES","PUGA"
"GOA720122TA0",5,"9212","BASV762306HMSHGC17","IVAN","GARCIA","AREVALO"
"CSI772909U00",5,"6616","CAHJ722309HDFADL10","DIEGO","LOPEZ","ESPINOZA"
"MUL062300HC2",5,"6700","AUCR002321MDFUSD16","JAVIER","FLOREZ","RAMIREZ"
"SFR211617079",5,"8310","HUSO082612MDFANM16","ERICK","CRUZ","DIAZ"
"PTR271610QX6",5,"8310","BAHJ772619MMCSAC16","DEL","ORTEGA","LOPEZ"
"NCO002622NX0",5,"8310","MAPJ662616HDFADV10","ISABEL","MANCILLA","ALCANTAR"
"ADI020206C3A",5,"8310","UAPJ002323HTCMAL16","ALBERTO","BELMONTE","JIMENEZ"
"ABC170002A44",5,"6700","FOSA072628HGALNN17","JUSLARI","SANCHEZ","OZ"
