"mes","nombre","ap_paterno","ap_materno","sexo","curp","rango","rfc","actividad","division","grupo","mod","sal"
4,"MELISSA","LOPEZ","VARGAS",2,"ARGP702809HDFYND11","E5","SST062027QU6",4801,9,89,10,254.8789841
4,"MIGUEL","CASTA","GONZALEZ",2,"LOAI621607HHGPLS12","E4","POU020201T03",6310,8,92,10,1575.699825
4,"GERARDO","ROMERO","HERNANDEZ",1,"GUAJ060027HDFUML18","E9","SCL032712663",8310,8,41,10,1888.513864
4,"EUGENIA","LA","MORENO",2,"MRMD762626HDFJAN16","E5","CSP792021TI0",7012,3,83,10,656.5716202
4,"CARLOS","RAMIREZ","CALDERON",2,"CAAG082603MDFMMD17","E8","THR762010L03",2910,8,66,10,713.2289782
4,"ARANTXA","CRUZ","MEJIA",2,"FOFM722727MDFLNA16","E7","STM211206AG7",8310,3,30,10,1094.123276
4,"MANUEL","HERNANDEZ","FLORES",2,"CAPI702760HMCAAG18","E6","AMI231002MC3",4612,8,89,10,2044.3434
4,"GABRIEL","GUZMAN","VILLALOBOS",1,"HUAH702961HDFADM10","E6","ARC072606MV7",8912,6,62,10,890.0104193
4,"RODOLFO","ACU","MEDINA",2,"GADF702604HDFAVA10","E5","MAN7026007G6",9010,9,83,10,182.2335438
4,"ISAI","AGUILAR","CHAVEZ",1,"CAAV702808MDFABA17","E6","RXC030226QX2",2110,8,80,10,1789.280811
4,"AARON","ROQUE","HUERTA",2,"GOGG732220MDFNAD19","E4","BAO201026CX1",6310,4,80,10,1346.608059
4,"LILIANA","QUINTANA","MENDEZ",1,"ROCM760003MNRSAG22","E5","GMR2702276HA",4212,8,66,10,846.2895355
4,"ERASTO","VALLES","MAUREL",2,"GOJM702618HDFNMA11","E6","GPL062620FW8",8310,8,42,10,2014.285621
4,"RICARDO","BALBUENA","ROCHA",1,"AOVA702706MVUDLL14","E8","STM261726MF3",6212,8,83,10,2136.606117
4,"MIGUEL","VAZQUEZ","PEREZ",2,"ARPK721300MDFAAA13","E7","CCO231200TC8",9314,8,30,10,238.0260176
4,"MIRIAM","ZAPATA","CALLEJA",2,"HRGR770027HMCADD23","E5","IMS320260I36",8910,4,88,10,2113.343321
4,"SERGIO","RAMIREZ","SANTOS",2,"AOAJ670207HDFMMN23","E5","UIHC720000UPA",8916,9,83,10,166.3182066
4,"GUADALUPE","GARCIA","OLVERA",1,"HRCR721026MDFAMA13","E9","UIB632721IT6",6700,8,63,10,116.7789357
4,"ALEJANDRO","MENDEZ","SOLANO",2,"PRAT070206HTLAAH27","E10","DAI060216DIA",8011,9,68,10,739.5167335
4,"RUFINA","HERNANDEZ","ZARATE",2,"SACG072627HMNMSN16","E3","HHU072212KH6",7012,8,30,10,1415.731612
4,"CHRISTIAN","GONZALEZ","GUERRERO",2,"HRPD760009HMCAAV21","E8","BBS210126HP2",9310,8,69,10,796.2453018
4,"SANDRA","CUELLAR","JIMENEZ",1,"MAPD062016MDFADN18","E4","RAD220216J73",8011,9,83,10,1251.97058
4,"ALBERTO","MARTINEZ","GUERRERO",1,"RIMA082622MDFNNA16","E4","DGA702606F36",8310,8,83,10,1692.571182
4,"PEDRO","MEJIA","RIVERA",1,"GOSC762606MJCNTL17","E6","SNR0626162H1",8310,8,76,10,776.5749269
4,"CATALINA","CAMPOS","GARCIA",2,"AOAS760212MOCNNN10","E11","KKS0729003H6",8310,9,83,10,1468.637594
4,"VIRIDIANA","MONDRAGON","GALVAN",1,"PRCS022723MMCXAA16","E10","CIN7726260S6",9212,8,63,10,1722.063243
4,"MARICELA","HERNANDEZ","TORRALVA",1,"GALI760027HDFAPS27","E4","ISI261617US4",8310,7,32,10,850.2979311
4,"MANUEL","RAMIREZ","SILVA",2,"VAAR732626MCLAVL10","E6","PAO0326276S2",6214,8,30,10,1637.609725
4,"ARTEMIO","MARTINEZ","RAMIREZ",1,"RUNL722016HDFSVS16","E3","NCO002622NX0",8313,8,83,10,576.7660333
4,"MANUEL","PEREZ","MOSSO",1,"GUJY020020MCSTML17","E6","VRN0326017H6",8917,8,83,10,906.8110203
4,"VIRGINIA","LOPEZ","PEREZ",2,"SAOA201216MMSNCNA1","E4","CCS0200000G6",7611,6,87,10,1947.113357
4,"CARLOS","AGUILAR","GARCIA",1,"GAAL720100MMCSUA02","E11","DIP000227KB6",9314,6,94,10,1157.517466
4,"PATRICIA","ARRIAGA","ARELLANO",2,"GAFN032306MDFANV17","E5","ISI261617US4",6600,8,70,10,999.9192448
4,"CARLOS","DOMINGUEZ","QUIJANO",2,"HRIA700202HDFABL13","E6","SRA062716A76",8011,6,94,10,1837.256607
4,"ALEJANDRO","AQUINO","CARBAJAL",2,"FOSA730220HDFLLC16","E5","AAT2202216SA",4116,8,83,10,588.8008929
4,"FIDEL","RAMOS","LOPEZ",2,"AOCJ060220HDFJLL17","E10","NMP7622267UA",8310,8,30,10,1042.243017
4,"ARIEL","LOPEZ","SEPTIMO",1,"AOMA722627MDFADN16","E8","LCO062026PF0",8310,8,48,10,563.5749023
4,"MARIA","ESTEVEZ","CUESTAS",2,"PRVJ072300HDFALS17","E10","BNM032606VB0",8310,8,83,10,1225.433426
4,"LAURA","MICHACA","MONROY",1,"LOGA022624MDFPAL10","E9","AMR7216066H1",7012,8,89,10,1207.819552
4,"VERONICA","HERNANDEZ","HERNANDEZ",1,"AUAR770022HNLUAD27","E7","CPH221607TT3",8310,6,83,10,433.0454443
4,"FILIMON","ALVAREZ","MENDEZ",2,"DILA702222HDFUUS16","E8","MPS23021662A",8310,6,41,10,1154.919447
4,"IVETTE","GOMEZ","REYES",1,"LRIM772761HMNNBA14","E7","FOUG622341V00",3213,6,63,10,1327.83388
4,"EDUARDO","MAYA","ARIAS",1,"MOAJ760002HDFNUN12","E7","IPA0320027X6",6216,4,32,10,1554.326017
4,"CRISTIAN","HOYOS","TORRES",2,"COMJ072729HMNLAN16","E9","ROB0623206D3",9314,9,30,10,1960.847961
4,"RAQUEL","FLORES","RODRIGUEZ",2,"VAMJ772606HDFLAL11","E8","TCO762606KH7",9414,8,44,10,409.8779834
4,"FRANCISCO","GOMEZ","GONZALEZ",1,NA,"E7","DCM062421S24",4116,8,83,10,1882.940911
4,"MARIANA","JUAREZ","HERNANDEZ",1,"LAPR721906HDFDAD13","E5","GPI0326030A7",6014,4,83,10,1500.997072
4,"ELIZABETH","LARA","JIMENEZ",1,"AUMA332716HDFTUD12","E10","ASO0726223A0",6014,3,83,10,1646.275826
4,"FABIOLA","PALOMARES","ALARCON",2,"ARGH602012HDFAAC17","E10","SDL002026JF1",2910,8,62,10,716.9475959
4,"MARIA","YNCLAN","TOLENTINO",1,"BAFP062600MDFAAT12","E8","CAAA621310790",8710,8,30,10,1928.735128
4,"ALEJANDRO","CASTILLO","HERNANDEZ",2,"AOVA000028MDFJUN23","E9","AMS032726D31",8310,8,83,10,842.3720045
4,"SERGIO","CALZADA","HEREDIA",1,"AOLF762612HDFMPA11","E6","MIP070206VD9",8310,6,47,10,1194.009018
4,"ENRIQUE","COTA","GUTIERREZ",1,"MOMS630026MDFNAL20","E5","FDC060026LU7",2116,9,30,10,659.2598539
4,"MIGUEL","ALCANTARA","MARTINEZ",1,"OORB702026HNRAVK19","E4","PWS2017260M8",8310,8,66,10,164.2866272
4,"ALEJANDRO","ARROYO","VIDAL",2,"OISV732600HDFLLC11","E5","GCD0729216Q6",8917,8,83,10,887.3109674
4,"JUAN","MIRANDA","PALMA",1,"RIGO702016HDFSAS13","E10","GOG201326PJ0",8710,6,67,10,619.7853491
4,"EDUARDO","ESTEVEZ","RODRIGUEZ",1,"GULA721610MDFANL16","E10","LISA600007AU6",8310,6,83,10,420.2895637
4,"ANTONIO","OVIEDO","MARTINEZ",1,"AUGM062028MDFDAG10","E8","ANX7027016A6",9314,7,41,10,1264.926794
4,"GLORIA","ORDAZ","ORTEGA",2,NA,"E7","LRN2617069P2",8310,8,62,10,2150.981896
4,"ALBERTO","CASTA","MARTINEZ",1,"FRHA762721HTLAAF19","E3","CJA772313NT6",7611,7,94,10,1775.527601
4,"MAURICIO","MORENO","ROMERO",2,"CATR060026MNLAJM22","E9","ITA662007490",4801,6,29,10,1233.093726
4,"CLEMENTINA","GARCIA","GARCIA",2,"AISA072206HTCANF14","E8","GOLA721623J23",9210,3,30,10,796.582884
4,"PABLO","ROJAS","APANCO",2,"PISO732203HDFNLS10","E7","ISI261617US4",8910,8,83,10,1025.271533
4,"ALFONSO","MONTES","GARZON",1,"ARMM082618HHGYTA16","E6","SAW7028106A6",7611,6,87,10,1558.934403
4,"MARTHA","MARTINEZ","JUAREZ",2,"GOLL732023HNLNNS13","E4","PSR032227H36",8011,4,60,10,1685.475225
4,"ALAN","JIMENEZ","MARTINEZ",2,"CRLL062601MDFDPA17","E5","GPH0626223Y6",9314,6,93,10,1704.238639
4,"FANI","RODRIGUEZ","CUERVO",2,"ARSB072620HVULLN13","E5","CRP2617243L7",8812,6,83,10,458.4023546
4,"GILBERTO","NOPALA","HILARIO",1,"CAQL072709HMCHJS13","E7","PSI072000AX6",8313,3,62,10,2084.780648
4,"ROBERTO","COSTALES","UELOS",2,"MAGO762617HDFLNS10","E8","SRA762600L70",6700,3,83,10,2095.465202
4,"RICARDA","CRUZ","MARTINEZ",1,"JRHM072207MPLSAA16","E8","HTG261617AJ6",8313,8,93,10,1099.546378
4,"JAVIER","MENDEZ","CASTILLO",1,"CAVJ630227HHGSLN17","E5","FAD0727267R7",8314,8,76,10,1757.59679
4,"ARTURO","CERVANTES","GONZALEZ",1,"LAOP720026HDFPAL10","E3","SPV0026172S0",6717,6,93,10,703.2724999
4,"HERMILO","ZERME","LARA",1,"VRCA702626MTSGSL16","E6","MOBS0626028TA",8916,9,93,10,1835.022848
4,"ESTEBAN","VELAZQUEZ","MARTINEZ",2,"CIMR772726MGTPDA16","E3","FDP221723PKA",6910,9,32,10,601.501317
4,"ALBA","ROMERO","MONROY",1,"CACF762619HPLSSA16","E8","GMO0722020R3",8011,8,83,10,1747.612272
4,"GUADALUPE","MIRANDA","ROSALES",1,"CAML792009MDFSNA17","E9","DUO231600A76",8310,7,62,10,1064.216357
4,"LORENZO","MOSQUEDA","RODRIGUEZ",2,"CULF062212HMCAPA04","E6","CCI072217VB6",6216,9,30,10,823.0818646
4,"CARLOS","CORREA","LAGUNES",1,"CAHF672600HGTHAL17","E7","RND062061437",8916,3,62,10,788.8741569
4,"GONZALO","OLIVARES","AMOX",1,"MAYM072626HMCNBA16","E5","SRL231016C32",3012,4,82,10,213.528667
4,"JULIAN","CRUZ","RAMOS",2,"AOGA762210HDGMNN13","E5","MIA072310LY6",8011,8,83,10,986.214819
4,"FRANCISCO","LA","HURTADO",1,"SAMA700002HMSVAN27","E7","OWM200126AWA",8310,6,29,10,215.0406657
4,"GABRIELA","QUIROZ","EZ",1,"PALS021602MDFDNA18","E9","DNY762614HK7",8710,8,93,10,1675.025809
4,"ANTONIO","GARCIA","LIMONES",2,"LOLD700261HDFPAV19","E10","OWM200126AWA",8310,3,89,10,897.7199955
4,"ALBERTO","HERNANDEZ","NIEVA",1,"GAAK211621MDFAGNA7","E4","IMM060206HH2",8710,8,90,10,1545.261263
4,"PATRICIA","AGUILAR","REYES",1,"GUSJ070210HNLACN12","E2","WAN002326J63",8310,8,74,10,200.9693798
4,"CRISTIAN","JACINTO","FRAGOSO",1,"SAHR632706MMCLAN11","E5","CAGX720022FS6",6202,3,83,10,474.2425671
4,"TEODULA","GONZALEZ","RAMIREZ",2,"ARVS772726MDFAAN13","E5","BMR020062SXA",8613,4,92,10,976.3619214
4,"OSCAR","RODRIGUEZ","FERNANDEZ",2,"FOHJ062602HPLLAN14","E4","CFR672003QI1",9010,3,83,10,457.3549504
5,"LOURDES","ITO","GUZMAN",2,"AUAF062601HPLGYL18","E4","MAMA662720LG6",8310,4,83,10,613.1965248
5,"KARINA","MORALES","NIETO",2,"OOAD732623MMSCAL10","E8","RAA062607I46",8310,8,30,10,1641.167326
5,"LUIS","PEREZ","CRUZ",1,"CUAP060226MDFAVL16","E6","NMR200207AG7",8211,8,83,10,781.795115
5,"CARLOS","GONZALEZ","LOPEZ",1,"RIVJ732203HDFSAS10","E12","FMD762720SW6",8310,3,88,10,1286.269294
5,"EDMUNDO","MENDOZA","MARTINEZ",1,"GAAL662717HMCAYS17","E9","SRA732726D30",8310,9,87,10,449.7987608
5,"ALBERTO","ALVAREZ","AVILA",1,"RASL201606MDFSLCA2","E9","ATA060212T37",8310,6,83,10,1567.580897
5,"DEYANIRA","AGUILERA","VAZQUEZ",2,"AOFM762326MDFQAA10","E7","SSR062327DU7",8916,8,67,10,964.6750181
5,"EUGENIA","LOZA","ORTEGA",1,"FRAT760206HVUADM11","E8","FRC261621AA2",8011,9,83,10,1459.431424
5,"VICTORIA","SILVA","GALLEGOS",1,"LOCF620226HDFPBA27","E5","NMP7622267UA",3210,6,67,10,2183.922472
5,"RAQUEL","HERNANDEZ","VAZQUEZ",2,"CAVV762620HDFLDC13","E3","OSH062612PAA",8310,8,83,10,2157.932369
5,"GUADALUPE","FLORES","MORO",1,"PRAV072327HDFANC10","E5","ADI030216QJ3",3210,6,30,10,1704.648386
5,"VANESSA","ESPINOZA","CEJA",1,"LOCL062608MMCYAC17","E4","RSR7902209K9",8310,3,90,10,1640.020605
5,"MELISA","GONZALEZ","PACHECO",1,"VIMD662720HDFAAN10","E6","AOA7626060F7",8810,8,82,10,1284.984838
5,"ORIANNA","MUNGUIA","BALLESTEROS",1,"ARDB702706HMCAVA13","E4","DIU760217D02",8611,3,60,10,201.2212615
5,"ERICK","BANEGAS","GARCIA",2,"FOAG670026HGTNMA16","E4","PAD732617PB2",4212,6,83,10,1673.603654
5,"ARMANDO","ROLDAN","ESPIRITU",2,"DITR722007MDFUAL11","E4","RCL730026TG7",6310,8,83,10,389.1546953
5,"FEDERICO","VELAZQUEZ","BLANCARTE",2,"NASC720201MDFVSN03","E5","PAD220216CS6",8810,8,93,10,922.5579142
5,"ANTONIO","MARTINEZ","ORTEGA",1,"LUPA621626HMCGAN12","E5","SPH0302120I6",9010,4,62,10,1222.99059
5,"ALFONSO","CARACHEO","MENDEZ",1,"VAMA762012HMCSAL16","E7","JRFR760022760",3010,8,83,10,1295.23129
5,"ZAIRA","RAMIREZ","SOLIS",1,"DOAC722317HDFMLA17","E5","BAS76020647A",4116,3,89,10,373.2676725
5,"EDUARDO","HERNANDEZ","HERNANDEZ",2,"TOJM072722MMCAMG19","E6","TRD760216IU9",8916,8,90,10,382.9591633
5,"GABRIELA","PEREZ","CASTILLO",2,"MOVL762016HDFNAS12","E8","RPM082322LV6",6111,4,83,10,432.2960329
5,"ANTONIO","TORRES","GUERRERO",1,"TRCJ772300HDFAAN19","E6","HAS021727I70",8310,9,47,10,148.5528771
5,"BEATRIZ","PAVON","ESQUIVEL",2,"UAAD702619MMCMCN16","E8","NCL721020663",8710,8,89,10,346.3649644
5,"ALBERTO","MARTINEZ","CUAMATZI",1,"GAGF032807HGTSMA16","E9","CGA762406GS1",6219,8,83,10,1366.601892
5,"GUSTAVO","SAMPEDRO","ALARCON",2,"AOCH060202HDFMSC26","E4","SPK271226B20",8913,6,76,10,1271.275131
5,"VICENTE","VALENCIA","SANCHEZ",2,"TABR762621MVUDLL11","E10","FRC0726614Y0",7212,9,70,10,1565.097973
5,"CARLOS","VAZQUEZ","SANCHEZ",2,"AOSM600202HDFCLL12","E5","PMY062627736",8710,6,21,10,1206.496457
5,"EDGAR","NEGRETE","ORTEGA",1,"AADM722009MMNLUY19","E12","IMS320260I36",4212,8,86,10,2087.347414
5,"EMILIO","MARTINEZ","IBARRA",2,"VIMV021017HMCLNC17","E3","THR000026D38",2116,6,92,10,1127.152462
5,"CARMELO","MORALES","OSORIO",1,"AUOF772621HDFQAA10","E6","M&I2216000A6",8917,6,76,10,514.7463498
5,"STEFANIE","VARGAS","SANTACRUZ",1,"LAMF670000HDFAAA26","E4","DAB0727290W6",8916,6,99,10,1837.422125
5,"MARIA","REYES","MARTINEZ",1,"CIDN062716HCCHUT10","E2","TCG0726236M7",4116,8,83,10,2023.801649
5,"MANUEL","GARCIA","PI",1,"CRGR721626HDFDAD13","E12","GHR072624P01",8310,6,83,10,1775.343567
5,"ANDRES","PEREZ","PINEDA",1,"HRXJ732621MDFAXD11","E10","PAPC632601PU0",8313,8,83,10,791.4862091
5,"ELENA","RAMIREZ","CANTILLO",1,"GASL762640HPLALC10","E9","BBO760226FA6",8310,6,83,10,1573.327979
5,"GERARDO","RETANA","LEON",1,"SRMM762602MDFAAA16","E10","PVV732707JW0",4617,8,64,10,730.5737365
5,"MONICA","BELTRAN","LA",2,"MAMP072028HOCNAD17","E7","TTB231706CY9",8011,6,30,10,1690.999514
5,"VERONICA","HERNANDEZ","MEDINA",1,"SALL072618MTCNNA11","E4","IMS320260I36",8903,7,60,10,757.2332043
5,"LILIANA","LA","LOPEZ",2,"GRVK072623MVUAAA19","E7","LCR062601QU6",8310,4,66,10,1737.914142
5,"ADELA","ORTIZ","ALMARAZ",1,"AOGA062710MDFATS17","E7","TPR7602060K6",6111,8,83,10,1965.769584
5,"DOLORES","PEREZ","GONZALEZ",1,"MACB672616MVUYLA10","E3","CID73002603A",8313,8,62,10,819.1582958
5,"ITZAMARA","BECERRIL","JIMENEZ",1,"JIVM070020HDFMLA21","E5","SAM062621SU6",8310,6,83,10,1034.076444
5,"INOCENCIO","BONILLA","MARTINEZ",1,"PAJC770002HDFLMA16","E6","NMC271016AP4",8011,8,83,10,336.0171929
5,"ROCIO","ALVARADO","RIVERA",1,"HRFR082706MDFALL12","E7","FAU220226V70",8812,3,83,10,1966.863175
5,"TEODORA","CERVANTES","CARRILLO",1,"JACL721029MNLSPA17","E9","SAC261700K71",8611,4,90,10,2019.623852
5,"CRISTINA","GARCIA","POZAS",1,"AOVF770203HVUDLL17","E5","RFS0326170Q9",8310,8,24,10,484.6043937
5,"ANDRES","OSORIO","ROSAS",2,"COCA732003MOCNSS12","E10","GTR792200GX2",6014,4,93,10,725.5066168
5,"RAUL","CORTES","GARCIA",2,"AOAC021021HDFABS16","E10","CLA261717QQ7",8310,8,93,30,290.2009193
5,"ANITA","ARENAS","GARCIA",2,"GASJ762020HMCATM16","E7","CPA720026UY6",8310,8,93,10,219.9087454
5,"ENRIQUE","VARGAS","DELGADO",2,"DISV032307HDFUAC11","E3","CRP032317NH0",2114,6,67,10,1953.035218
5,"ELIZABETH","CRUZ","FLORES",1,"TRHJ702612HTLTAN19","E5","FAD0620036P7",3213,9,83,10,1556.878064
5,"ALBERTO","TORRES","TECLA",1,"AOPC700022HDFDAA12","E11","SAVA002001RN6",7611,8,62,10,1908.858069
5,"EDUARDO","ARREOLA","MARQUEZ",2,"LOJA021716HDFPMB12","E3","PPX261713C77",210,6,62,10,2081.022271
5,"DANIEL","BERNAL","RAMIREZ",1,"MOSJ002718HJCANS16","E9","AMF362601RK0",6617,8,93,10,1573.906456
5,"ANTONIO","MORENO","HERNANDEZ",2,"AAMR062002MDFLXA17","E4","SAC261700K71",7012,4,63,10,2146.160591
5,"REYNA","SANCHEZ","BANDA",1,"VAVA772609HPLUUD16","E5","IMS320260I36",4617,6,60,10,613.5078918
5,"GERARDO","OLIVARES","COLIN",1,"VAUA762028MDFAAS17","E9","CRT2013160B7",8710,8,83,10,876.413947
5,"GUADALUPE","MENDOZA","GONZALEZ",1,"SOAA732623MDFSLC11","E10","APA772626IP9",6014,9,66,10,1096.895384
5,"MONICA","MARQUEZ","CASTILLO",1,"SOAA032822MDFLLN18","E8","TCO260014NG2",8310,9,83,10,1273.062979
5,"MANUEL","HINOJOSA","OSNAY",1,"AOCA080062MDFMMQ13","E7","MLI700227PK7",6913,8,24,10,351.6713745
5,"LEONARDO","BAUTISTA","PACHECO",2,"MODS662710HDFAUA10","E7","OAA000002AK7",2812,8,90,10,1903.463129
5,"LIZBETH","LUNA","RETANA",2,"CRPR032616HDFASM17","E8","CAD072610036",6202,9,21,10,288.4522722
5,"LAURA","ORTEGA","PINEDA",1,"VRAB602607HMCGVN18","E9","HMI762026KG0",2910,6,83,10,462.4365948
5,"JOAQUIN","GOMEZ","ARAGON",1,"AUBA672013MDFUAN16","E5","DRI2117166C9",8310,6,93,10,1177.475581
5,"ANTONIO","COCA","BENITEZ",1,"AOMD021001MDFDJN13","E5","CDS000020MU7",2910,8,42,10,1527.603706
5,"CESAR","DOMINGUEZ","PEREZ",2,NA,"E4","IMS320260I36",6616,8,68,10,751.7767279
5,"MIGUEL","FLORES","SALINAS",1,"UASM762320MPLMNA10","E5","SCD201702C66",8310,4,46,10,424.4254125
5,"RAYMUNDO","HERNANDEZ","GUTIERREZ",2,"GUFM721610MDFULX16","E10","TSA261320067",6710,8,83,10,311.8716355
5,"EDGAR","BRAVO","COTONIETO",2,"AIOJ732620HSPVAL13","E3","KRL672706PH6",6310,6,60,10,1639.737005
5,"LETICIA","RODRIGUEZ","MIRANDA",1,"MRIA792604HUSDBN16","E5","SOP201307HA6",8313,8,83,10,1720.644347
5,"ANGELICA","MOTA","RAMIREZ",2,"GICG762913MMCAAD16","E3","ASA6626012U7",6210,6,41,10,395.3645888
5,"BALDEMAR","RODRIGUEZ","OVIEDO",1,"PAAT732316MDFANA12","E5","SBC0702000Q8",6310,3,83,10,1131.476167
5,"SUSANA","LOPEZ","CASTILLO",2,"AUMM032616HDFUAN16","E9","SAI022217ML9",9314,8,69,10,1405.389518
5,"KATHYA","GONZALEZ","JUAREZ",1,"GAAB762016MDFASL11","E9","PIM210126NF2",8310,6,83,10,650.6749514
5,"MARCOS","ACOSTA","SANCHEZ",1,"QUSO702614HPLNNS10","E6","FMI662210CG7",8310,8,83,10,985.053349
5,"IRVING","CORONA","REYES",2,"LOSJ210027HDFPGAA7","E4","IVD7029298U9",8710,8,29,10,639.3804518
5,"TORIBIO","HERNANDEZ","BAILON",2,"VAAJ072316MMCAYN11","E4","APA072716IL3",2312,9,83,10,1011.734495
5,"RAMON","REYES","CAMACHO",1,"OOAJ662710HNRTJN18","E4","LAS2716013B7",4912,8,83,10,1251.543812
5,"ANDER","SALAZAR","MUCI",1,"VRBJ072221HDFAAN16","E13","CIS792619D04",6814,3,83,10,1253.12134
5,"JUAN","HERNANDEZ","ANGEL",1,"HRSA062327HDFANL13","E11","CMA261617H00",6617,9,83,10,108.9961915
5,"JAIME","ARELLANO","ALDANA",2,"AOGD760216HDFMAG16","E7","NSS211626608",7012,9,68,10,1542.062126
5,"DAVID","SANCHEZ","VAZQUEZ",2,"FOMA732617HDFLGB17","E4","GSP021701IU6",8011,8,66,10,2201.257851
5,"ROBERTO","ANDRADE","ALVAREZ",2,"SASC062721MMCMNA11","E4","PAD072626PA6",8310,6,83,10,722.3319493
5,"MANUEL","PALMA","GARCIA",2,"TUGV730200HDFAAC28","E6","CHM702713HU0",8011,8,62,10,813.0415551
5,"MANUEL","REYES","VAZQUEZ",1,"COCF062620MPLNSB16","E9","LFA221017IU6",9010,6,83,10,1234.840851
5,"ENRIQUE","DORANTES","MENDOZA",1,"BAAA762726MSPAGB10","E4","PAO062613RR2",8310,6,83,10,350.5257806
5,"ALFONSO","ALBA","CORZA",2,"MRAL602700MDFNJL18","E8","APA0726227S2",8411,8,93,10,276.3696106
5,"BRENDA","ROSAS","GUERRERO",2,"JAAL702060HDFCNS17","E4","MURD020202UW6",8310,8,83,10,121.8169259
5,"KARLA","GARCIA","MARTINEZ",1,"AAMN762016HPLPTC13","E9","TCO762610I76",8310,4,66,10,1279.773599
5,"EDGAR","CRUZ","AMBROS",1,"VAAF621027HDFUBA10","E10","SUG702606NM0",3012,8,83,10,2085.326477
5,"MIGUEL","FLORES","ROCHA",1,"MORJ062326HDFALH11","E10","AOSF660226KD1",4113,8,83,10,1302.538392
5,"ARMANDO","MORALES","MORENO",1,"SOLM600207MNRTPG21","E3","GMR200026RA6",4116,6,62,10,663.5363205
5,"ANTONIO","MARTINEZ","HUERTA",1,"FOAB762619HMCLGA14","E5","IGS002026K08",8310,6,83,10,152.3628104
5,"CECILIA","CONTRERAS","HUERTA",1,"COBA792007HMCAAB12","E4","AAP7028169P6",6617,6,83,10,1269.929024
5,"VALENTIN","PE","HERNANDEZ",2,"PACM762010HMCLVS11","E8","RPM000216HH2",8310,8,21,10,528.554411
5,"EDUARDO","CAMPOS","HUERTA",1,"GOPY762661MDFNAU13","E3","2.11111E+12",8310,8,89,10,2210.192749
5,"DEMETRIO","BUSTAMANTE","SAUCEDO",1,"AOVJ702907HMCSUS13","E6","TQQ000207T90",8011,8,63,10,1204.726782
5,"RODOLFO","MORALES","PONCE",1,"VIGS700220MDFLNL16","E10","AWC072622SU7",8310,8,63,10,1514.593364
5,"DANIEL","MONTOYA","GANDARA",1,"MRSY772216HDFNNA14","E5","PAO260026CA6",7411,6,46,10,417.1624243
5,"CLAUDIA","SANCHEZ","GALINDO",1,"JARM022800MMCMSA17","E7","IAM660260AI7",8310,8,83,10,834.793088
5,"EDGAR","MARTINEZ","GOMEZ",2,"GOMC662224HCLNAS14","E8","CAG271007F87",8310,3,62,10,2147.924693
5,"CLAUDIA","OCHOA","RAMIREZ",2,"PRAA660207HDFALN27","E4","SRC221761LC2",6814,4,41,10,660.0125003
5,"JOSELYN","MARTINEZ","PADILLA",2,"OIMD702826HDFAAN16","E9","GMM6602203D2",6212,7,76,10,299.4323497
5,"GENOVEVA","PEREZ","RANGEL",1,"AOLR072640MSPQCV16","E3","IPA062316LS3",6014,4,21,10,269.6099452
5,"VANESSA","MOTA","MAGALLON",1,"AOMM062060MDFJAA10","E3","MAAJ662410AU7",8310,3,62,10,508.6493306
5,"ALBERTO","VILLEGAS","RODRIGUEZ",1,"JISF720016HDFMNA13","E5","BNM032606VB0",8310,9,26,10,460.2201715
5,"BEATRIZ","BARAJAS","MOLINA",1,"VIHG762613HMCLAS10","E5","HBL0726100W1",6913,8,83,10,1608.176827
5,"VERONICA","ACEVEDO","SOSA",2,"FOAR700201HDFLVD13","E10","DCO0217086Y9",4617,8,76,10,1514.804614
5,"ALBERTO","SMITH","FLORES",2,"HRDL662017MDFAMC16","E8","ATO0222206IA",8310,4,83,10,1349.288822
5,"LUIS","GUZMAN","VALDEZ",2,"SOAR002707HDFAYM19","E4","IMS320260I36",9314,7,80,10,173.341602
5,"DEMETRIO","ORTIZ","BADILLO",2,"GALB730007MMCAUA06","E5","HAA730226DA2",8916,4,84,10,482.8613715
5,"SILVIA","CASTRO","ISLAS",2,"BABC702626MMCTTT12","E5","IMS320260I36",8816,6,83,10,1493.655417
5,"ALBERTO","PEREZ","JUAREZ",2,"MAGM600002MCMTTA10","E8","TCR2716200D3",2118,8,86,10,2130.161112
5,"IRVING","CERVANTES","JESUS",2,"BAHI072829HDFTAA19","E8","CIH2710096S6",6716,8,67,10,681.3734095
5,"FRANCISCO","GOMEZ","MONTOYA",1,"MOMA022610MYNANL11","E5","GPR792620662",7611,6,67,10,1767.950175
5,"EDUARDO","MATEO","LOPEZ",2,"GOSA770022HCSMLB13","E3","GCD0729216Q6",9410,8,83,10,737.9866514
5,"LUIS","DURAN","JIMENEZ",1,"FIRO060200HDFALM28","E7","GBI072220662",8310,8,83,10,1196.290274
5,"AMELIA","NOLASCO","MARTIN",1,"AOGL702726HDFDMB13","E4","XGL271020MX1",8011,8,83,10,550.2364012
5,"LAURA","MARTINEZ",NA,2,"SROF700226HBCGCA10","E8","SGG261020HY6",6310,6,76,10,1145.713828
5,"IGNACIO","CASTILLO","MONTIEL",1,"JUMD721626HMCAAN17","E4","CNO022706RU6",7012,6,74,10,1957.106228
5,"RAUL","VALADEZ","RAMIREZ",2,"VAMM762012HDFUAG11","E4","AAD060260AK0",3012,7,30,10,296.7754365
